PROJECT_NAME,ID #,UNIT_NAME,DISPLAY_NAME,UNIT_DESCRIPTION,ADDRESS,BUILDING NAME,BLG LATITUDE,BLG LONGITUDE,BLG ALTITUDE,BLG ROTATION,BLG SCALE,BLG MIRROR X,BLG MIRROR Y,BUILDING SECTION,BUILDING_SECTION_HTML_COLOR,UNIQUE_UNIT_ID,FLOOR,ORIENTATION,# BEDROOMS,# BATHROOMS,AREA_M2 ,AREA_SQFT,PRICE,AVAILABILITY,AVAILABILITY_HTML_COLOR,FOR SALE-BOOLEAN,FOR RENT-BOOLEAN,PRIVATE GARDEN-BOOLEAN,FULL VASTU-BOOLEAN,COMBINABLE-BOOLEAN,SERVICE ROOM-BOOLEAN,ENCLOSED KITCHEN-BOOLEAN,OPEN KITCHEN-BOOLEAN,HOME OFFICE-BOOLEAN,DUPLEX-BOOLEAN,MODERN-BOOLEAN,CLASSIC-BOOLEAN,URL,BASE PRICE,ADJUSTED PRICE,Same_Units,LOWRES_FLOORPLANS,HIGHRES_FLOORPLANS,IMG_BUILDING_PLAN,IMG_BUILDING_PLAN2,IMG_INTERIORS,IMG_360,MEDIA,N/A,INDOOR CARPET AREA_M2_MARKETING,OUTDOOR CARPET AREA_M2_MARKETING,INDOOR CARPET AREA_SQFT_MARKETING,OUTDOOR CARPET AREA_SQFT_MARKETING,Entrance Hall_meters_Dimensions,Living_meters_Dimensions,Dining_meters_Dimensions,Kitchen_meters_Dimensions,Office / Library_meters_Dimensions,Bedroom #1_meters_Dimensions,Master Bedroom_meters_Dimensions,Bedroom #2_meters_Dimensions,Bedroom #3_meters_Dimensions,Bedroom #4_meters_Dimensions,Bedroom #5_meters_Dimensions,Bedroom #6_meters_Dimensions,Bathroom #1_meters_Dimensions,Master Bathroom_meters_Dimensions,Bathroom #2_meters_Dimensions,Bathroom #3_meters_Dimensions,Bathroom #4_meters_Dimensions,Bathroom #5_meters_Dimensions,Misc #1_meters_Dimensions,Misc #2_meters_Dimensions,Balcony #1_meters_Dimensions,Balcony #2_meters_Dimensions,Balcony #3_meters_Dimensions,Balcony #4_meters_Dimensions,Balcony #5_meters_Dimensions,Balcony #6_meters_Dimensions,Entrance Hall_feet_Dimensions,Living_feet_Dimensions,Dining_feet_Dimensions,Kitchen_feet_Dimensions,Office / Library_feet_Dimensions,Bedroom #1_feet_Dimensions,Master Bedroom_feet_Dimensions,Bedroom #2_feet_Dimensions,Bedroom #3_feet_Dimensions,Bedroom #4_feet_Dimensions,Bedroom #5_feet_Dimensions,Bedroom #6_feet_Dimensions,Bathroom #1_feet_Dimensions,Master Bathroom_feet_Dimensions,Bathroom #2_feet_Dimensions,Bathroom #3_feet_Dimensions,Bathroom #4_feet_Dimensions,Bathroom #5_feet_Dimensions,Misc #1_feet_Dimensions,Misc #2_feet_Dimensions,Balcony #1_feet_Dimensions,Balcony #2_feet_Dimensions,Balcony #3_feet_Dimensions,Balcony #4_feet_Dimensions,Balcony #5_feet_Dimensions,Balcony #6_feet_Dimensions
San Diego Downtown,11,SPA,SPA,SPA,,CLUB,32.71201,-117.17171,,,,,,AMENITIES,#D06536FF,Club-Spa,3,east,N/A,N/A,470,5059,,,,,FALSE,FALSE,,,,,,,,TRUE,FALSE,,0,,N/A,CLUB-SPA_Floorplan.png,N/A,CLUB_3_BlgPlan.png,N/A,CLUB-SPA_Interiors_xx.ext,CLUB-SPA_360_xx.jpg,CLUB-SPA_media_xx.ext,N/A,470,0,5060,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego Downtown,12,DINNING_AND_BAR,DINING AND BAR,,,HOTEL,,,,,,,,AMENITIES,#D06536FF,T5-Dinning,5,south & north,N/A,N/A,635,6835,,,,,FALSE,TRUE,,,,,,,,TRUE,FALSE,,0,,N/A,T5-DINNING_Floorplan.png,N/A,HOTEL_5_BlgPlan.png,N/A,T5-DINNING_Interiors_xx.ext,T5-DINNING_360_xx.jpg,T5-DINNING_media_xx.ext,N/A,609,26,6560,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego Downtown,13,1001,1001,2 BEDROOM,"1001, 900 W Harbor Dr, San Diego, CA 92101",HOTEL,,,,,,,,LOW RISE APTS.,#8A580EFF,T5-2bed-A,7,east & South,2.0,2.0,120,1292,5400,AVAILABLE,#FFBC00FF,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,5395,5395,"1001, 1101",T5-2BED-A_Floorplan.png,N/A,HOTEL_7_BlgPlan.png,N/A,T5-2BED-A_Interiors_xx.ext,T5-2BED-A_360_xx.jpg,T5-2BED-A_media_xx.ext,N/A,102,18,1100,200,3.4 x 2.3,4.3 x 3.9,4.3 x 3.7,3.7 x 2.7,,,3.7 x 3.2,3.2 x3.2,,,,,,3.4 x 1.4,2.6 x 1.5,,,,,,7.2 x 1.2,5.6 x 1.2,2.7 x 1.2,,,,"11' 2"" x 7' 7""","14' 1"" x 12' 10""","14' 1"" x 12' 2""","12' 2"" x 8' 10""",,,"12' 2"" x 10' 6""",,,,,,,"11' 2"" x 4' 7""","8' 6"" x 4' 11""",,,,,,"23' 7"" x 3' 11""","18' 4"" x 3' 11""","8' 10"" x 3' 11""",,,
San Diego Downtown,14,1002,1002,STUDIO,"1002, 900 W Harbor Dr, San Diego, CA 92101",HOTEL,,,,,,,,LOW RISE APTS.,#8A580EFF,T5-Studio-A,7,south,0.0,1.0,88,947,4200,AVAILABLE,#FFBC00FF,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,4197,4197,"1002, 1102, 1203, 1303, 1403, 3003, 3103",T5-STUDIO-A_Floorplan.png,N/A,HOTEL_7_BlgPlan.png,N/A,T5-STUDIO-A_Interiors_xx.ext,T5-STUDIO-A_360_xx.jpg,T5-STUDIO-A_media_xx.ext,N/A,82,6,890,70,2.5 x 1.2,6.5 x 5.6,,3.1 x 2.5,,2.8 x 2.7,,,,,,,2.8 x 1.4,,,,,,4.0 x 1.6,,4.2 x 1.2,1.7 x 0.8,,,,,"8' 2"" x 3' 11""","21' 4"" x 18' 4""",,"10' 2"" x 8' 2""",,"9' 2"" x 8' 10""",,,,,,,"9' 2"" x 4' 7""",,,,,,"13' 1"" x 5' 3""",,"13' 9"" x 3' 11""","5' 7"" x 2' 7""",,,,
San Diego Downtown,15,1003,1003,STUDIO,"1003, 900 W Harbor Dr, San Diego, CA 92101",HOTEL,,,,,,,,LOW RISE APTS.,#8A580EFF,T5-Studio-B,7,south,0.0,1.0,64,689,3700,BOOKED,#CBAD86FF,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,3696,3696,"1003, 1103, 1204, 1304, 1404, 3004, 3104",T5-STUDIO-B_Floorplan.png,N/A,HOTEL_7_BlgPlan.png,N/A,T5-STUDIO-B_Interiors_xx.ext,T5-STUDIO-B_360_xx.jpg,T5-STUDIO-B_media_xx.ext,N/A,57,7,620,80,,6.0 x 4.5,,3.7 x 1.6,,3.7 x 2.8,,,,,,,2.8 x 1.4,,,,,,,,5.6 x 1.2,,,,,,,"19' 8"" x 14' 9""",,"12' 2"" x 5' 3""",,"12' 2"" x 9' 2""",,,,,,,"9' 2"" x 4' 7""",,,,,,,,"18' 4"" x 3' 11""",,,,,
San Diego Downtown,16,1004,1004,1 BEDROOM,"1004, 900 W Harbor Dr, San Diego, CA 92101",HOTEL,,,,,,,,LOW RISE APTS.,#8A580EFF,T5-1bed-B,7,south,1.0,1.0,83,893,4400,BOOKED,#CBAD86FF,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,4440,4440,"1004, 1104, 1205, 1305, 1405",T5-1BED-B_Floorplan.png,N/A,HOTEL_7_BlgPlan.png,N/A,T5-1BED-B_Interiors_xx.ext,T5-1BED-B_360_xx.jpg,T5-1BED-B_media_xx.ext,N/A,78,5,840,60,3.5 x 1.8,4.2 x 4.0,4.0 x 4.0,3.3 x 2.4,,3.8 x 3.4,,,,,,,2.8 x 1.4,,,,,,,,3.6 x 1.4,,,,,,"11' 6"" x 5' 11""","13' 9"" x 13' 1""","13' 1"" x 13' 1""","10' 10"" x 7' 10""",,"12' 6"" x 11' 2""",,,,,,,"9' 2"" x 4' 7""",,,,,,,,"11' 10"" x 4' 7""",,,,,
San Diego Downtown,17,1005,1005,STUDIO,"1005, 900 W Harbor Dr, San Diego, CA 92101",HOTEL,,,,,,,,LOW RISE APTS.,#8A580EFF,T5-Studio-C,7,west & south,0.0,1.0,77,829,4200,AVAILABLE,#FFBC00FF,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,4186,4186,"1005, 1105, 1206, 1306, 1406, 1504, 1705, 1803, 1903, 2005, 2104, 2205, 2305, 2405, 2505, 2605, 2703, 2805",T5-STUDIO-C_Floorplan.png,N/A,HOTEL_7_BlgPlan.png,N/A,T5-STUDIO-C_Interiors_xx.ext,T5-STUDIO-C_360_xx.jpg,T5-STUDIO-C_media_xx.ext,N/A,69,8,750,90,,8.0 x 5.6,,2.7 x 1.7,,,,,,,,,3.2 x 1.7,,,,,,,,6.8 x 1.2,,,,,,,"26' 3"" x 18' 4""",,"8' 10"" x 5' 7""",,,,,,,,,"10' 6"" x 5' 7""",,,,,,,,"22' 4"" x 3' 11""",,,,,
San Diego Downtown,18,1006,1006,STUDIO,"1006, 900 W Harbor Dr, San Diego, CA 92101",HOTEL,,,,,,,,LOW RISE APTS.,#8A580EFF,T5-Studio-G,7,west,0.0,1.0,63,678,3800,AVAILABLE,#FFBC00FF,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,3784,3784,"1006, 1106, 1207, 1307, 1407, 1505",T5-STUDIO-G_Floorplan.png,N/A,HOTEL_7_BlgPlan.png,N/A,T5-STUDIO-G_Interiors_xx.ext,T5-STUDIO-G_360_xx.jpg,T5-STUDIO-G_media_xx.ext,N/A,56,7,610,80,,5.3 x 5.7,,3.8 x 2.5,,,,,,,,,2.6 x 2.0,,,,,,,,5.8 x 1.3,,,,,,,"17' 5"" x 18' 8""",,"12' 6"" x 8' 2""",,,,,,,,,"8' 6"" x 6' 7""",,,,,,,,"19' 0"" x 4' 3""",,,,,
San Diego Downtown,19,1007,1007,2 BEDROOM,"1007, 900 W Harbor Dr, San Diego, CA 92101",HOTEL,,,,,,,,LOW RISE APTS.,#8A580EFF,T5-2bed-B,7,west & North,2.0,2.0,102,1098,5500,AVAILABLE,#FFBC00FF,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,5544,5544,"1007, 1107, 1208, 1308, 1408, 1506",T5-2BED-B_Floorplan.png,N/A,HOTEL_7_BlgPlan.png,N/A,T5-2BED-B_Interiors_xx.ext,T5-2BED-B_360_xx.jpg,T5-2BED-B_media_xx.ext,N/A,96,6,1040,70,7.7 x 1.7,4.6 x 3.2,4.6 x 2.6,4.1 x 2.4,,,3.1 x 3.1,3.7 x 2.6,,,,,,2.8 x 1.4,2.6 x 1.4,,,,,,4.6 x 1.3,,,,,,"25' 3"" x 5' 7""","15' 1"" x 10' 6""","15' 1"" x 8' 6""","13' 5"" x 7' 10""",,,"10' 2"" x 10' 2""","12' 2"" x 8' 6""",,,,,,"9' 2"" x 4' 7""","8' 6"" x 4' 7""",,,,,,"15' 1"" x 4' 3""",,,,,
San Diego Downtown,20,1008,1008,1 BEDROOM,"1008, 900 W Harbor Dr, San Diego, CA 92101",HOTEL,,,,,,,,LOW RISE APTS.,#8A580EFF,T5-1bed-F,7,north,1.0,1.0,97,1044,4000,AVAILABLE,#FFBC00FF,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,3971,3971,"1008, 1108, 1209, 1309, 1409, 1507",T5-1BED-F_Floorplan.png,N/A,HOTEL_7_BlgPlan.png,N/A,T5-1BED-F_Interiors_xx.ext,T5-1BED-F_360_xx.jpg,T5-1BED-F_media_xx.ext,N/A,86,11,930,120,,5.3 x 4.0,4.0 x 3.9,3.0 x 2.5,,3.5 x 3.1,,,,,,,2.5 x 1.4,,,,,,,,4.3 x 2.9,,,,,,,"17' 5"" x 13' 1""","13' 1"" x 12' 10""","9' 10"" x 8' 2""",,"11' 6"" x 10' 2""",,,,,,,"8' 2"" x 4' 7""",,,,,,,,"14' 1"" x 9' 6""",,,,,
San Diego Downtown,21,1009,1009,1 BEDROOM,"1009, 900 W Harbor Dr, San Diego, CA 92101",HOTEL,,,,,,,,LOW RISE APTS.,#8A580EFF,T5-1bed-A,7,north,1.0,1.0,96,1033,4100,AVAILABLE,#FFBC00FF,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,4121,4121,"1009, 1109, 1210, 1310, 1410, 1508, 1708, 1806, 1906, 2008, 2107, 2208, 2308, 2408, 2508, 2607, 2707, 2808, 2907",T5-1BED-A_Floorplan.png,N/A,HOTEL_7_BlgPlan.png,N/A,T5-1BED-A_Interiors_xx.ext,T5-1BED-A_360_xx.jpg,T5-1BED-A_media_xx.ext,N/A,96,0,1040,0,,6.8 x 4.1,4.3 x 3.8,4.0 x 2.6,,3.9 x 3.8,,,,,,,2.6 x 1.4,,,,,,,,,,,,,,,"22' 4"" x 13' 5""","14' 1"" x 12' 6""","13' 1"" x 8' 6""",,"12' 10"" x 12' 6""",,,,,,,"8' 6"" x 4' 7""",,,,,,,,,,,,,
San Diego Downtown,22,1101,1101,2 BEDROOM,"1101, 900 W Harbor Dr, San Diego, CA 92101",HOTEL,,,,,,,,LOW RISE APTS.,#8A580EFF,T5-2bed-A,8,east & South,2.0,2.0,120,1292,5400,AVAILABLE,#FFBC00FF,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,5395,5449,"1001, 1101",T5-2BED-A_Floorplan.png,N/A,HOTEL_8_BlgPlan.png,N/A,T5-2BED-A_Interiors_xx.ext,T5-2BED-A_360_xx.jpg,T5-2BED-A_media_xx.ext,N/A,102,18,1100,200,3.4 x 2.3,4.3 x 3.9,4.3 x 3.7,3.7 x 2.7,,,3.7 x 3.2,3.2 x3.2,,,,,,3.4 x 1.4,2.6 x 1.5,,,,,,7.2 x 1.2,5.6 x 1.2,2.7 x 1.2,,,,"11' 2"" x 7' 7""","14' 1"" x 12' 10""","14' 1"" x 12' 2""","12' 2"" x 8' 10""",,,"12' 2"" x 10' 6""",,,,,,,"11' 2"" x 4' 7""","8' 6"" x 4' 11""",,,,,,"23' 7"" x 3' 11""","18' 4"" x 3' 11""","8' 10"" x 3' 11""",,,
San Diego Downtown,23,1102,1102,STUDIO,"1102, 900 W Harbor Dr, San Diego, CA 92101",HOTEL,,,,,,,,LOW RISE APTS.,#8A580EFF,T5-Studio-A,8,south,0.0,1.0,88,947,4200,AVAILABLE,#FFBC00FF,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,4197,4238,"1002, 1102, 1203, 1303, 1403, 3003, 3103",T5-STUDIO-A_Floorplan.png,N/A,HOTEL_8_BlgPlan.png,N/A,T5-STUDIO-A_Interiors_xx.ext,T5-STUDIO-A_360_xx.jpg,T5-STUDIO-A_media_xx.ext,N/A,82,6,890,70,2.5 x 1.2,6.5 x 5.6,,3.1 x 2.5,,2.8 x 2.7,,,,,,,2.8 x 1.4,,,,,,4.0 x 1.6,,4.2 x 1.2,1.7 x 0.8,,,,,"8' 2"" x 3' 11""","21' 4"" x 18' 4""",,"10' 2"" x 8' 2""",,"9' 2"" x 8' 10""",,,,,,,"9' 2"" x 4' 7""",,,,,,"13' 1"" x 5' 3""",,"13' 9"" x 3' 11""","5' 7"" x 2' 7""",,,,
San Diego Downtown,24,1103,1103,STUDIO,"1103, 900 W Harbor Dr, San Diego, CA 92101",HOTEL,,,,,,,,LOW RISE APTS.,#8A580EFF,T5-Studio-B,8,south,0.0,1.0,64,689,3700,BOOKED,#CBAD86FF,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,3696,3733,"1003, 1103, 1204, 1304, 1404, 3004, 3104",T5-STUDIO-B_Floorplan.png,N/A,HOTEL_8_BlgPlan.png,N/A,T5-STUDIO-B_Interiors_xx.ext,T5-STUDIO-B_360_xx.jpg,T5-STUDIO-B_media_xx.ext,N/A,57,7,620,80,,6.0 x 4.5,,3.7 x 1.6,,3.7 x 2.8,,,,,,,2.8 x 1.4,,,,,,,,5.6 x 1.2,,,,,,,"19' 8"" x 14' 9""",,"12' 2"" x 5' 3""",,"12' 2"" x 9' 2""",,,,,,,"9' 2"" x 4' 7""",,,,,,,,"18' 4"" x 3' 11""",,,,,
San Diego Downtown,25,1104,1104,1 BEDROOM,"1104, 900 W Harbor Dr, San Diego, CA 92101",HOTEL,,,,,,,,LOW RISE APTS.,#8A580EFF,T5-1bed-B,8,south,1.0,1.0,83,893,4500,AVAILABLE,#FFBC00FF,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,,4440,4484,"1004, 1104, 1205, 1305, 1405",T5-1BED-B_Floorplan.png,N/A,HOTEL_8_BlgPlan.png,N/A,T5-1BED-B_Interiors_xx.ext,T5-1BED-B_360_xx.jpg,T5-1BED-B_media_xx.ext,N/A,78,5,840,60,3.5 x 1.8,4.2 x 4.0,4.0 x 4.0,3.3 x 2.4,,3.8 x 3.4,,,,,,,2.8 x 1.4,,,,,,,,3.6 x 1.4,,,,,,"11' 6"" x 5' 11""","13' 9"" x 13' 1""","13' 1"" x 13' 1""","10' 10"" x 7' 10""",,"12' 6"" x 11' 2""",,,,,,,"9' 2"" x 4' 7""",,,,,,,,"11' 10"" x 4' 7""",,,,,
